,name,born,nickname,height,img_x,birth name,img_y,rank,bio,word_count,attributes
60,Arshad Warsi,"April 19, 
     
1968    
  
in Bombay, Maharashtra, India",,"5' 4"" (1.62 m)","https://m.media-amazon.com/images/M/MV5BNmMwOGYwMjUtN2M5My00ODIxLWI3ZjctODM2MGI4OGQzOWM0XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY98_CR2,0,67,98_AL_.jpg",,,-1.0,"Arshad Warsi was born in Mumbai, India, and did his schooling at a boarding school, Barnes School, Deolali in Nashik district, Maharashtra. He was orphaned at the age of 14 and struggled for a living in Mumbai during his early days.

Financial circumstances forced Warsi to start work as a door-to-door cosmetics salesman at age 17. Later he worked in a photo lab. Meanwhile he had a keen interest in dancing and received an offer to join Akbar Sami's Dance group in Mumbai, which started his dancing and choreographing career. He also assisted Mahesh Bhatt in Thikana (1987) and Kaash (1987). Then in 1991, he won the Indian dance competition, followed by the fourth prize in the Modern Jazz category in 1992 World Dance championship, London, at the age of 21. Soon, he started his own dance studio, 'Awesome' with that money and also formed a dance troupe. It was here, his future wife, Maria Goretti, a St. Andrew's College student joined him, before she became a VJ. He was also associated with English theater group in Mumbai, choreographing shows for Bharat Dabholkar and got an opportunity to choreograph the title track for the film, Roop Ki Rani Choron Ka Raja (1993). ",202,"['dance', 'mumbai', 'group mumbai', 'choreographing', 'warsi', 'door', 'age', 'group', 'dancing', 'started', 'prize modern jazz', 'prize modern', 'photo lab meanwhile', 'photo lab']"
61,Aishwarya Rai Bachchan,"November 1, 
     
1973    
  
in Mangalore, Karnataka, India","Ash
Gullu","5' 5"" (1.65 m)","https://m.media-amazon.com/images/M/MV5BMjEyMjEyODkzN15BMl5BanBnXkFtZTcwODkxMTY1Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",Aishwarya Krishnaraj Rai,,-1.0,"Born into a traditional south Indian family, Aishwarya started modeling at a young age. This green-blue-eyed beauty appeared in advertisements for many prestigious firms; the ones that brought her into the limelight were the garden sari and the Pepsi ad. Crowned Miss India 1994 runner-up, she was a hot favorite in the run for miss world title, which she won, her beauty and charm made her India's darling. Ash stormed into the Indian movie industry, where she has proven herself a brilliant & genuine actress. Her performance in Iruvar (1997) was critically acclaimed, and she won the Screen best female debutant award for her role in ...Aur Pyaar Ho Gaya (1997). She was adored in movies like Taal (1999), I Have Given My Heart Away, Darling (1999), Devdas (2002), her item number in 'Bunty & Bubbly' had sent waves of rhythm across the nation. With her successful Bollywood movies and prestigious Hollywood projects lined up for release it is impossible to ignore this Indian diva in international scenes. ",169,"['darling', 'beauty', 'prestigious', 'miss', 'movie', 'indian', 'pyaar ho gaya', 'pyaar ho', 'proven brilliant genuine', 'proven brilliant', 'proven', 'project lined release', 'project lined', 'prestigious hollywood project']"
62,Anil Kapoor,"December 24, 
     
1956    
  
in Chembur, State of Bombay, India",,"5' 7"" (1.7 m)","https://m.media-amazon.com/images/M/MV5BMjUyMWE5MjUtMDlkMC00ODc0LThkOTgtNjZhNDgyMTU5ZDhlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UX67_CR0,0,67,98_AL_.jpg",,https://www.forbesindia.com/media/celeblist2019/small/071_Anil%20Kappor.jpg,71.0,"Living in a Chawl in Tilak Nagar, Punjabi-speaking Anil was born in 1959 to Surinder and Nirmal aka Suchitra Kapoor. He has an elder brother, Boney, a sister, Reena, and a younger brother, Sanjay. His dad used to be Shammi Kapoor's Secretary.

A loner, without many friends, he studied in the nearby O.L.P.S. (Our Lady of Perpetual Succor) School, and was an ardent fan of Bollywood flicks that were telecast during the Ganesh Maha Utsav every year. He was a fan of Raj Kapoor, and it was this that influenced his acting, and people saw him as a mimic of the legendary showman. He landed a role as a child artiste with Shashi Kapoor in the lead, but the movie (Tu Payal Main Geet) was never released.

After school, he went to study in St. Xaviers College. He commuted by bus and train from Chembur to Bombay V.T., and the walked the rest of the way. It was here that he met Mazhar Khan. A distracted Anil was kicked out of College in the second year due to his lack of presence. His attempts to join the Pune Film Institute were in vain, as he failed in the written examination. He then decided to join Roshan Taneja's Acting school.

He first appeared on the silver screen in Hamhare Tumhare in a character role. His first lead role was in 'Woh 7 Din' and from thence on there has been no looking back. He has acted in close to a 100 movies, and has 5 in production. He has produced two movies (Gandhi My Father & Badhaai Ho Badhaai), as well as been a Casting Director/Outdoor In charge for 'Hum Paanch'.

Kapoor's first role in an international film was in Danny Boyle's 2008 Academy Award-winning film Slumdog Millionaire, for which he shared the Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture. His performance in the eighth season of the action series 24 generated rave reviews from the American press Globally, Anil Kapoor is one of the most recognized Indian actors.

Anil met wealthy and chic model, Sindhi-speaking Sunita Bhambhani, and married her in 1984. Since then they have given birth to 3 children, kapoor has two daughters and a son Harshwardhan Kapoor.Kapoor's elder daughter is actress Sonam Kapoor. Rhea Kapoor attended school in New York and is now a producer in Mumbai. Anil Kapoor starred in Total Dhamaal and Ek Ladki Ko Dekha Toh Aisa Laga this year.",408,"['kapoor', 'anil', 'kapoor elder', 'badhaai', 'school', 'join', 'role', 'elder', 'met', 'anil kapoor', 'fan', 'speaking', 'first', 'movie']"
63,Dilip Kumar,"December 11, 
     
1922    
  
in Peshawar, North-West Frontier Province, British India","Legendary Khan
Tragedy King","5' 8¼"" (1.74 m)","https://m.media-amazon.com/images/M/MV5BMzg0NTM0MjYxN15BMl5BanBnXkFtZTcwMzY1NTAzMQ@@._V1_UY98_CR31,0,67,98_AL_.jpg",Yusuf Khan,,-1.0,"Dilip Kumar is considered to be one of the greatest actors of Indian cinema. Starting his career in 1944, he has starred in some of the biggest commercially successful films in the period 1949-1961. . He was the first actor to receive a Filmfare Best Actor Award and holds the record for most number of Filmfare Awards won for that category. Though he has done films of other genres occasionally like - he balanced out with roles such as the intense Andaz (1949) with the swashbuckling Aan (1952), the dramatic Devdas (1955) with the comical Azaad (1955) and the historical romance Mughal E Azam (1960) with the social Ganga Jamuna (1961), he pre-dominantly specialized in doing love stories or tragic roles from 1944-1961. From late 1960s roles dried up for Kumar as films starring Dev Anand, Rajendra Kumar and Shammi Kapoor were more successful from 1961-1969 and also Dilip's films from 1966 to 1976 were box office flops like Dil Diya Dard Liya, Sunghursh, Aadmi, Dastaan, Gopi, Sagina and Bairaag and after 1976 he left films for a five year break. After Rajesh Khanna became first superstar of Indian Cinema in 1969, most of the author backed lead roles from 1969-1991, went to Rajesh Khanna. In 1981 Dilip returned with a character role at insistence of Manoj Kumar in the blockbuster film Kranti and continued his career playing central character roles in multi-hero films such as Shakti (1982), Karma (1986), Vidhaata, Mazdoor, Mashaal, Duniya, Dharm Adhikari, Kanoon Apna Apna, Izzatdaar, Saudagar (1991), Qila. But his only films to be successful from 1981 at box office were Kranti, Vidhaata, Karma, Dharm Adhikari, Kanoon Apna Apna and Saudagar. He has retired from the Indian Film Industry in 1998.

He was born Muhammad Yusuf Khan in Qissa Khawani Bazaar in Peshawar Pakistan in a Hindko speaking Awan family of twelve children. His father Ghulam Sarwar was a fruit merchant and owned large orchards in Peshawar and Devlali in Maharashtra near Mumbai. The family relocated to Mumbai in 1930s and in the early 1940s Yusuf Khan moved to Pune and started off with his canteen business and supplying dry fruits.

There he was spotted by a leading actress of those years Devika Rani who was also the wife of the founder of Bombay Talkies Himanshu Rai and helped his entry into the Bollywood film industry. She also gave him the screen name of Dilip Kumar.

His first film Jwar Bhata, was released in 1944 which went unnoticed and his next 2 films Pratima (1945),Naukadubi (1947) were box office flops. In 1947 he shot to prominence with the film Jugnu which was his first major hit and followed it up with successful Shaheed (1948) and thereby became a star.His next release Ghar Ki Izzat(1948) was box office flop. He fell in love with Kamini Kaushal and their on-screen paid was a hit with audience. Kamini Kaushal-Dilip Kumar gave hits like Shaheed(1948), Nadiya Ke Paar (1948),Shabnam (1949), Arzoo (1950). Kamini Kaushal was a bigger star than Dilip Kumar even before they did their first film Shaheed(1948) as a pair, since Kamini had 4 hits to her name already and Dilip had a crush on her ever since her first film Neecha Nagar became a hit in 1946. In 1949, he co-starred with the then struggling actor-director Raj Kapoor, who had a flop in Aag as a director and had 11 flops as an actor before this film, in the romantic melodrama film Andaz, which went to become a huge success and made him a star. Throughout the 1950s he was one of the biggest stars of Bollywood along with Raj Kapoor and Dev Anand. Dev Anand, who had 3 flops from 1946-47, became a star when Ziddi became a hit in 1948 and Raj Kapoor's fortune as an actor changed when Andaz became a hit in 1949.Thus among the trio, first to become a star was Dilip Kumar and then second was Dev Anand and then Raj Kapoor. Dilip became known for playing tragic love story roles in hit films such as Nadiya Ke Paar (1948), Mela (1948), Andaz (1949), Jogan (1950), Babul (1950), Arzoo (1950), Deedar (1951), Tarana (1951), Deedar (1951), Daag (1952), Shikast (1953) which earned him the title of ""Tragedy King"". . Some of his most famous films in tragic roles were box office flops like Amar (1954), Devdas (1955), Dil Diya Dard Liya (1966) and Aadmi (1968). Madhumati (1958) gave him Filmfare Award for Best Actor.

With Nargis he had 5 hits like Mela (1948),Andaz (1949),Jogan (1950),Babul (1950),Deedar (1951) and 2 flops like Anokha Pyar (1948),Hulchul (1951). In 1951, Kamini Kaushal-Dilip Kumar affair ended. The pair of Madhubala-Dilip Kumar had a hit in Tarana(1951) and 2 flops in Sangdil (1952) and Amar (1954) but the couple fell in love with each-other while working in Amar(1954).Later Madhubala and Dilip Kumar broke up in 1957, while working in Mughal -E-Azam but being professionals did work together to complete the film,which took years to finish and got released in 1960.

From 1952-1961, he had hits like Daag (1952), Aan (1953) and Uran Khatola (1955) with Nimmi, Shikast (1953) with Nalini Jaywant, Foot Path (1953),Azaad (1955), Yahudi (1958) and Kohinoor (1960) with Meena Kumari, Insaniyat (1955) with Bina Rai,Naya Daur (1957),Madhumati (1958) and Ganga Jamuna (1960) with Vyjanthimala, Musafir (1957) with Suchitra Sen. From 1952-1962, his only flops were Sangdil (1952),Amar (1954),Devdas (1955). So this period of 1949-1961 is considered the peak period of Dilip Kumar's career as a hero.

He was also successful in playing lighthearted roles such as playing a swashbuckling peasant in Aan (1952) and a comic role in Azaad (1955). In 1960 he starred in the historical film Mughal-e-Azam opposite Madhubala, which is as of 2008, the third highest grossing film in Hindi film history inflation adjusted [behind Kismet(1943), Haathi Mere Saathi(1971) and ahead of Sholay(1975), Hum Aapke Hai Kaun(1994)] in which he played the role of the Mughal crown-prince Jehangir the son of Akbar.

In 1961 he produced and starred in the hit Ganga Jamuna in which he and his real Life brother Nasir Khan played the title roles. Despite the film success he did not produce any film after this but gave away the script for its Tamil version Iru Dhruvam starring Sivaji Ganesan. Dilip had a narrow brush with international fame in 1962 when British director David Lean offered him the role of Sherif Ali in his 1962 film, Lawrence of Arabia. However Kumar declined the part citing its a small role for a big hero like him. The role eventually went to Omar Sharif the Egyptian actor. His next films like the critically acclaimed Leader (1964) and critically panned Dil Diya Dard Liya (1966) which were huge box office flops but he bounced back when he played a dual role of twins separated at birth in the film Ram Aur Shyam (1967) which was one of the biggest box office hits of the year. But again his next releases Aadmi (1968),Sunghursh (1968) flopped and Dilip Kumar's acting career as a hero ended as most of the roles which he would have got went to the first Superstar of Indian Cinema - Rajesh Khanna from 1969-1991.

In the period 1969-1976 the career of most of the actors like Rajendra Kumar, Shammi Kapoor, Dilip Kumar and Raj Kapoor as the hero ended with emergence of Rajesh Khanna. Many of Kumar's films like Sunghursh (1968),Aadmi (1968),Dastaan (1972),Gopi (1973),Sagina (1974), Bairaag(1976) failed at the box office during this period and after the release of his 1976 film Bairaag in which he played triple roles, he took retirement as the hero. But Manoj Kumar ensured that Dilip Kumar made a comeback and put an end to a five year break from acting but offering a role in Kranti in 1981. Initially Dilip Kumar was hesitant to do the role, but Maoj Kumar convinced him to make a comeback.People preferred to cast Rajesh Khanna or Sanjeev Kumar in the solo lead hero films instead of casting Dilip Kumar in the period 1966 to 1987.

He made a comeback in 1981 with the multi-starer Kranti which was the biggest hit of the year. He went onto play character roles as an elderly family patriarch or a police officer in films like Shakti (1982), Karma (1986), Vidhaata, Mazdoor, Mashaal, Duniya, Dharm Adhikari, Kanoon Apna Apna, Izzatdaar, Saudagar (1991), Qila. But his only films to be successful from 1981 at box office were Kranti, Vidhaata, Karma, Dharm Adhikari, Kanoon Apna Apna and Saudagar. In his last major successful film, Saudagar (1991) he appeared alongside another legendary actor Raaj Kumar after three decades since they last appeared together in Paigham (1959). In 1992 he won the Filmfare Lifetime Achievement Award.

In 1996 he was supposed to make his directorial debut with a film titled Kalinga, with him and Rajesh Khanna in the lead, but the film was shelved. In 1998 he made his last film appearance to date in the box office flop Qila where in a rare form he played a villainous role. He has since retired from the film industry due to his indifferent health.

Dilip Kumar's younger brother Nasir Khan was also an actor and appeared opposite Dilip in Ganga Jamuna (1961) and Bairaag (1976) as well as acted as hero in 22 films from 1948-1961, but 17 were flops. Thus Nasir's career was not as successful and he died in 1974. Nasir Khan's son Ayub Khan is also an actor in the industry. Nasir Khan's wife was 1950s actress Begum Para who made a comeback to films after 50 years in the film Saawariya in 2007 in supporting role.

Dilip Kumar married actress and ""beauty queen"" Saira Banu in 1966 when he was aged 44 and she was 22. At the time, gossip columnists predicted doom for the high-profile couple, but the union has been one of the longest lasting marriages in Bollywood. ",1638,"['dilip', 'kumar', 'dilip kumar', 'film', 'flop', 'role', 'apna', 'hit', 'like', 'office flop', 'box office flop', 'hero', 'nasir', 'kranti']"
64,Aditi Rao Hydari,"October 28, 
     
1986    
  
in Hyderabad, Andhra Pradesh, India",,"5' 1¾"" (1.57 m)","https://m.media-amazon.com/images/M/MV5BMTY3OTc3NTg2OV5BMl5BanBnXkFtZTgwMjkzMDY3NTE@._V1_UY98_CR7,0,67,98_AL_.jpg",,,-1.0,"Aditi Rao Hydari was born in 1986 in Hyderabad, from two royal lineages, that of Sir Akbar Hydari and J. Rameshwar Rao the erstwhile Raja of Wanaparthy.

A classical Bharatanatyam dancer, she made her acting debut with Sharada Ramanathan's acclaimed film Sringaram and rose to fame after her performance in Sudhir Mishra's Yeh Saali Zindagi. In 2012, she played the female lead in the movie London Paris New York opposite Ali Zafar and later became a part of Mahesh Bhatt's Murder franchise in Vishesh Bhatt's directorial film Murder 3 (2013).

Aditi is best known for her roles in Murder 3 (2013), Rockstar, London Paris New York, and Yeh Saali Zindagi. She will be soon seen in films like Guddu Rangeela directed by Subhash Kapoor; The Legend of Michael Mishra, directed by Manish Jha; Aur Devdas by Sudhir Mishra and Wazir, directed by Bejoy Nambiar along with Amitabh Bachchan and Farhan Akhtar and Fitoor, directed by Abhisheik Kapoor where she plays a young Begum. ",162,"['mishra', 'murder', 'directed', 'paris york', 'london paris york', 'london paris', 'hydari', 'aditi', 'yeh saali zindagi', 'yeh saali', 'sudhir mishra', 'sudhir', 'saali zindagi', 'saali']"
65,Lara Dutta,"April 16, 
     
1978    
  
in Ghaziabad, Uttar Pradesh, India",,"5' 8"" (1.73 m)","https://m.media-amazon.com/images/M/MV5BNDk2OTk5NjYwNl5BMl5BanBnXkFtZTcwMzMyMDQ4Mg@@._V1_UY98_CR40,0,67,98_AL_.jpg",,,-1.0,"It is not a secret that Lara Dutta is a beauty with brains. This was demonstrated when she scored the highest possible marks in the history of the Miss Universe Contest. After this she was crowned Miss Universe 2000, making history as not only the most beautiful but also the most intelligent young woman to wear this crown in the history of Miss Universe.

Lara was born in Ghaziabad, Uttar Pradesh, India, on April 16, 1978. Her dad is retired Wing Commander L.K. Dutta and her mother is Jennifer Dutta. Lara has two sisters, one of whom serves in the Indian Air Force, and is the cousin of Nitin Sawhney.

In 1981 the Dutta family re-located to Bangalore, and she was enrolled in St. Francis Xavier Girls' High School where she studied till her 10th Standard, and later did her First Year and Second Year Junior College at the Frank Anthony Public School. After graduating from school, she then went on to earn a degree in Economics from Bombay University. She is fluent in both Hindi and English.

In 1997 Lara enrolled and subsequently won the Miss Gladrags competition, leading her to represent India at the Miss Intercontinental, and thereafter being crowned Miss Universe in 2000 in Cyprus, making her the second Indian to win this prestigious award.

After completing her Miss Universe commitments, she received several offers from Bollywood movie makers, and starred in Andaaz in 2003, which won her considerable recognition, and she subsequently won the best female debut award from Femina.

Thereafter, most of her movies failed to make a mark at the box office, however, she did become popular and a household name. Some of the movies she is remembered for are 'Masti', 'No Entry, 'Kaal', 'Partner', Hey Baby' amongst others.

She is also known for her sense of humor, and a talent for writing. She has now announced that she will writing scripts, and hopes that one day someone from Bollywood will make flicks out of them. ",327,"['miss', 'miss universe', 'lara', 'universe', 'dutta', 'history', 'history miss universe', 'history miss', 'crowned miss universe', 'mark', 'writing', 'school', 'crowned miss', 'crowned']"
66,Kangana Ranaut,"March 20, 
     
1987    
  
in Bhambla, Himachal Pradesh, India",,"5' 5¼"" (1.66 m)","https://m.media-amazon.com/images/M/MV5BMTA2NTg0ODA1ODJeQTJeQWpwZ15BbWU4MDM0NDkxNTMy._V1_UY98_CR1,0,67,98_AL_.jpg",Kangana Amardeep Ranaut,https://www.forbesindia.com/media/celeblist2019/small/070_Kangana%20Ranaut.jpg,70.0,"Kangana was born on 20 March 1987 in Bhambla, near Manali, which is in the Mandi district of Himachal Pradesh. Her dad's name is Amardeep, who is a businessman and contractor, her mom, Asha, is a school-teacher. She has two sisters, eldest one is Rangoli, and she has a brother, Akshit, who is about a year younger than her. Her grandfather was an IAS Officer. Kangana spent her childhood in Dehra Dun and studied in DAV's High School where she participated in many debates, Elocutions, and was a basket-ball player.

After completing her schooling, she attended Science College in Simla. She was enrolled in the Elite School of Modeling, and also tried some theater acting in Delhi and was a member of the Smita Theater Group under Arvind Gaur. She is also a trained Kathak dancer.

She decided to re-locate to Bombay, and lived in a flat in Yari Road, Versova. In September 2005, she was spotted drinking coffee in a cafe by Film-maker Anurag Basu, who approached her, and eventually signed her up for a lead role in Gangster (2006).

Since then, Kangana Ranaut has won 3 National Awards for her performance in _Fashion (2008)_qv, _Queen (2014)_qv and _Tanu Weds Manu Returns (2015)_qv. Kangana Ranaut returned to the Celebrity 100 on the back of two performances, Manikarnika: The Queen of Jhansi and Judgementall Hai Kya.",223,"['kangana', 'qv', 'kangana ranaut', 'ranaut', 'queen', 'theater', 'school', 'ranaut returned celebrity', 'ranaut returned', 'ranaut national award', 'ranaut national', 'qv tanu wed', 'qv tanu', 'qv queen qv']"
67,Shah Rukh Khan,"November 2, 
     
1965    
  
in New Delhi, India","King Khan
SRK
The Badshah of Bollywood
The King of Bollywood","5' 6¼"" (1.69 m)","https://m.media-amazon.com/images/M/MV5BZDk1ZmU0NGYtMzQ2Yi00N2NjLTkyNWEtZWE2NTU4NTJiZGUzXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY98_CR1,0,67,98_AL_.jpg",,https://www.forbesindia.com/media/celeblist2019/small/006_Shahrukh%20Khan.jpg,6.0,"Shahrukh Khan was born on 2 November 1965 in New Delhi, India. He married Gauri Khan on 25 October 1991. They have three children, son Aryan Khan (b. 1997), son AbRam (b.2013) and daughter Suhana (b. 2000). Khan started out his career by appearing in several television serials during 1988-1990. He made his film debut with the commercially successful Deewana (1992). He began to achieve success at the box office from his villainous roles in films such as Darr (1993), Baazigar (1993), and Anjaam (1994). During his years in the Indian film industry, he won eight Filmfare best actor awards, which is highest by any actor and had significant box-office success. Some of his films include Kuch Kuch Hota Hai (1998), Om Shanti Om (2007), and Chak de! India (2007). The superstar climbed to the sixth spot on the back of a strong endorsement pipeline.",145,"['khan', 'kuch', 'om', 'film', 'son', 'om chak de', 'om chak', 'office villainous role', 'office villainous', 'office success film', 'october three child', 'october three', 'november delhi india', 'november delhi']"
68,Mugdha Godse,"July 26, 
     
1982    
  
in Pune, Maharashtra, India",,"5' 5¾"" (1.67 m)","https://m.media-amazon.com/images/M/MV5BNzllMDk2OTQtYWQxYS00MDQwLWE5NmMtMmQ3NTMxMzNkMGM1XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX67_CR0,0,67,98_AL_.jpg",,,-1.0,"Mugdha Godse was born on July 26, 1982 in Pune, Maharashtra, India. She is an actress and producer, known for Fashion (2008), Thani Oruvan (2015) and All the Best: Fun Begins (2009). ",33,"['pune maharashtra india', 'pune maharashtra', 'producer known fashion', 'producer known', 'oruvan best fun', 'oruvan best', 'oruvan', 'mugdha godse born', 'mugdha godse', 'mugdha', 'maharashtra india actress', 'fun begin', 'best fun begin', 'best fun']"
69,Ranveer Singh,"July 6, 
     
1985    
  
in Bombay, Maharashtra, India",,"5' 8"" (1.73 m)","https://m.media-amazon.com/images/M/MV5BMTExOTcwMDU4NTReQTJeQWpwZ15BbWU3MDA0MjE1MTc@._V1_UX67_CR0,0,67,98_AL_.jpg",Ranveer Bhavnani,https://www.forbesindia.com/media/celeblist2019/small/007_Ranveer%20Singh.jpg,7.0,"Ranveer Singh is an Indian actor working in Bollywood. Born in Mumbai, India, Ranveer Singh had always wanted to be an actor since his childhood. However, during his college days he felt that the idea of acting was far-fetched and focused on creative writing. While pursuing his Bachelor of Arts degree from Indiana University (Bloomington), Singh again became interested in acting and after coming back to India, he started auditioning for lead roles in the Hindi film industry. In 2010, Singh auditioned for the lead role in the Yash Raj Films venture called Band Baaja Baaraat (2010), and got selected. The romantic comedy was set in the world of wedding planning and required Singh to portray a typical Delhi guy called Bittoo Sharma. The director of the film, Maneesh Sharma, sent him to the Delhi University campus during the recce of the film, and from there Singh drew his inspiration for the character. After its release, Band Baaja Baaraat (2010) became a critical and commercial success, with Singh's portrayal of Bittoo being lauded by critics. He went on to win the Filmfare Award for Best Male Debut award at the 56th Filmfare Awards. Ranveer Singh jumps one place on the list to No 7, following the success of Gully Boy and multiple brand endorsements.",214,"['singh', 'ranveer singh', 'ranveer', 'bittoo', 'band baaja baaraat', 'band baaja', 'baaja baaraat', 'baaja', 'band', 'baaraat', 'sharma', 'called', 'film', 'award']"
70,Isha Koppikar,"September 19, 
     
1976    
  
in Bombay, Maharashtra, India",,"5' 7"" (1.7 m)","https://m.media-amazon.com/images/M/MV5BYmJjYWZlN2UtZTBmNS00MjllLWIzZjEtYTljZTQ1ZDAzN2JiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY98_CR1,0,67,98_AL_.jpg",,,-1.0,"Coming from a Konkani-speaking Mangalorean family of learned academicians, Isha has herself completed a course in Life Sciences from Ruia College, and was born on September 19, 1976 in Bombay, India. She has a younger brother.

After completing her college course, she contested the 1995 Miss India contest, and won the Miss Talent crown.

This win got her lead roles in two 1998 Tamil movies 'Kaadhal Kavidai' and 'En Swasa Katre' opposite Prasanth and Arvind Swamy respectively. Both movies got her a lot of positive reviews, and she even won the Best Female Debut from Filmfare for her role in 'Kandhal Kavidai'.

She shot to fame after a modeling shoot with Gautam Rajyadhaksa when she was still in Junior College.

So far She has modeled for ""Camay"", ""Rexona"", ""L'Oreal"", ""Tips & Toes"", ""Coke"" ""Synergy"", ""Ponds"", ""Deepam Sarees"", and also took part in several ramp shows. she has also modeled for Anita Dongre.

Talented, stunningly beautiful, and tall, a majestic five feet seven inches in height, which is literally head and shoulders above the average Indian woman (and a lot of men, too!), she has better chances of becoming a leading lady opposite the taller Bollywood heroes.

Isha got her fame in Bollywood when she did the Ram Gopal Varma number (Khallas) in the movie named ""Company"", and since then has been referred to as the ""Khallas Girl"" .

Isha towers over many Bollywood actresses, has come far beyond just a sizzling ""item"" girl, to become a household name. She fills the niche (and much more) created by the exit of another attractive Bollywood actress, Sonam.

Isha's name bounced back into lime-light when she starred in a controversial film named ""Girlfriend"", which is the story of two lesbian lovers - a subject that is still very taboo in India and some other parts of the world.

Isha was nominated for her part in ""Qayamat"" in which she plays a negative role. She also received accolades for her role in ""Pinjar"".

Taking the cue from other personalities from Indian Cinema, she changed her name to Eesha Koppikhar. She subsequently obtained a black-belt in Taekwondo.

After a prolonged 10-year affair with Inder Kumar both broke off after he got involved in an accident. He then got married to Sonal, the daughter of Raju Kariya, a marriage that lasted just five months. Both Isha and he patched-up after the divorce but the relationship did not last too long.

Lina Mogre and Preity Zinta introduced her to hotelier Timmy Narang, both clicked, dated for about a year, got formally engaged in a glittering 'Ken and Barbie' party; followed by a Sangeet ceremony at Worli's Mayfair on November 27; and on November 29, 2009, tied the knot at Juhu's Hare Krishna Mandir in the presence of close friends and relatives. The wedding was performed in traditional Maharashtrian style at approximately 11 a.m., lasted about 4 hours, followed by a reception at the Narangs' residence. ",477,"['isha', 'got', 'part', 'lasted', 'khallas', 'kavidai', 'name', 'modeled', 'role', 'bollywood', 'lot', 'course', 'still', 'college']"
71,Priyanka Chopra,"July 18, 
     
1982    
  
in Jamshedpur, Bihar, India",,"5' 5"" (1.65 m)","https://m.media-amazon.com/images/M/MV5BMjAxNzUwNjExOV5BMl5BanBnXkFtZTcwNDUyMTUxNw@@._V1_UY98_CR32,0,67,98_AL_.jpg",,,-1.0,"Priyanka Chopra Jonas (née Chopra) was born on July 18, 1982 in Jamshedpur, India, to the family of Capt. Dr. Ashok Chopra and Dr. Madhu Chopra, both Indian Army physicians. She had a very varied upbringing. She started her education at La Martinière Girls College in Lucknow as a resident student; a short stay at Maria Goretti College in Bareilly prepared her for further studies in the U.S. Having completed tenth grade in Boston, Massachusetts, U.S., she decided to become a software engineer or a criminal psychologist. She enjoys Indian music and dance; flair for writing poetry and short stories; reading, especially biographies; and has worked for a lot of social welfare programs. ",114,"['chopra', 'dr', 'short', 'college', 'psychologist enjoys indian', 'psychologist enjoys', 'program', 'prepared study completed', 'prepared study', 'prepared', 'poetry short story', 'poetry short', 'poetry', 'physician varied upbringing']"
72,Sameera Reddy,"September 8, 
     
1982",,"5' 5¼"" (1.65 m)","https://m.media-amazon.com/images/M/MV5BOTNkOTJhNGEtMWI1ZC00MTFlLTg0MGYtYzA5ZTA3NjVjMjM1XkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY98_CR2,0,67,98_AL_.jpg",,,-1.0,"Sameera's versatility as an actress and a trained Indian classical dancer made her perfect for Bollywood films. She debuted in a music video that got her noticed and kick started her movie career as one of the top actresses in India and has appeared in over fifteen films in just four years. She has shown her ability to carry off multiple characters in films like the controversial blockbuster Musafir, where she played a rape victim who takes revenge to Kaalpurush - Memories in the Mist, an art house film where Sameera plays a double role as a middle-class housewife and a prostitute which won India's highest award, the National Award and has received critical acclaim on the festival circuit.

Sameera was credited with having two independent films at the Toronto Film Festival 2007. Migration,a short film directed by the legendary Mira Nair wherein she plays the role of a housewife affected with the disease and The Voyeurs, her second film with Buddhadeb Das Gupta.

Sameera has become a household name amongst the 1.6 billion people living in India. As a symbol of fashion, sex, and beauty, Sameera has graced the covers of every magazine and is the subject of many documentaries including the BBC's Spice Trade. As a testament to her international appeal Sameera was chosen by the BBC to step in the shoes of Spice Girl Emma Bunton to experience celebrity life in the UK and was asked to be a guest actor on the hit series Casualty.

Sameera is also the first Indian actress to have her own video game, Sameera the Street Fighter. This mobile video game can be downloaded by millions of fans and is available to cell phone users throughout India.

Sameera lives with her parents and two sisters, Sushama (a VJ, model and actress) and Meghana (a supermodel) in Mumbai and spends significant amounts of time with Crayons and Dreamz Homes, her cause for getting homeless children off the streets of India. ",325,"['sameera', 'film', 'video', 'video game', 'bbc', 'spice', 'housewife', 'actress', 'street', 'game', 'india', 'festival', 'life', 'play']"
